vehicle_id,p_start,p_temp,p_end,pre_routes,pre_regions,freq,label
73,"(116.42893, 39.8452)","(116.46347, 39.96211)","(116.4309, 39.92809000000001)","('成仪路', 'xiaoyun', 'dongzhong_str')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_dongcheng')",10,True
73,"(116.42893, 39.8452)","(116.46347, 39.96211)","(116.43837, 39.93503)","('成仪路', 'xiaoyun', 'xingfucun_middle')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",10,True
73,"(116.42893, 39.8452)","(116.46347, 39.96211)","(116.43717, 39.93509)","('成仪路', 'xiaoyun', 'shizipo_street')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_dongcheng')",10,True
73,"(116.42893, 39.8452)","(116.46347, 39.96211)","(116.41966, 39.92288)","('成仪路', 'xiaoyun', 'inner_chaoyangmen_str')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_dongcheng')",10,True
73,"(116.42893, 39.8452)","(116.46272, 39.95019)","(116.45483, 39.95412)","('成仪路', 'liangmaqiao', 'xiaoyun')","('dongtieying_fengtai', 'jiangtai_chaoyang', 'niuwangmiao_chaoyang')",9,True
73,"(116.42893, 39.8452)","(116.46776, 39.94468)","(116.42278, 39.93236)","('成仪路', 'chaoyang_park', 'dongsishitiao')","('dongtieying_fengtai', 'jiangtai_chaoyang', 'none_dongcheng')",10,True
73,"(116.42893, 39.8452)","(116.45539, 39.93602)","(116.43799, 39.93239000000001)","('成仪路', '东三环北路', 'gongrentiyuchang_north')","('dongtieying_fengtai', 'none_chaoyang', 'none_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.41862, 39.85676)","(116.46347, 39.96211)","('横一条', '南三环东路', 'xiaoyun')","('dongtieying_fengtai', 'dongtieying_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.30392, 39.88436)","(116.46347, 39.96211)","('横一条', '西三环中路', 'xiaoyun')","('dongtieying_fengtai', '太平桥村_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.38175, 39.85588)","(116.46347, 39.96211)","('横一条', '南三环', 'xiaoyun')","('dongtieying_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.37784, 39.84403)","(116.46347, 39.96211)","('横一条', 'jiaomen', 'xiaoyun')","('dongtieying_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.37366000000002, 39.84729)","(116.46347, 39.96211)","('横一条', 'majiabao', 'xiaoyun')","('dongtieying_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.37432, 39.84896)","(116.46347, 39.96211)","('横一条', 'north_jiaomen', 'xiaoyun')","('dongtieying_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.39318, 39.85551)","(116.46347, 39.96211)","('横一条', '永定门外大街', 'xiaoyun')","('dongtieying_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.39377, 39.86912)","(116.46347, 39.96211)","('横一条', 'outer_yongdingmnn_str', 'xiaoyun')","('dongtieying_fengtai', 'xiluoyuan_dongcheng', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.39982, 39.87056)","(116.46347, 39.96211)","('横一条', '南二环', 'xiaoyun')","('dongtieying_fengtai', 'none_dongcheng', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.43956, 39.88109)","(116.46347, 39.96211)","('横一条', '东二环', 'xiaoyun')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.45709, 39.88291)","(116.55346000000002, 40.09052)","('横一条', 'empty', 'jingshen_highway')","('dongtieying_fengtai', 'nanmofang_chaoyang', '龙山村_shunyi')",9,True
73,"(116.42629, 39.85589)","(116.45678999999998, 39.87492)","(116.44732, 39.95075)","('横一条', '松榆北路', 'empty')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'taiyanggong_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.45678999999998, 39.87492)","(116.46347, 39.96211)","('横一条', '松榆北路', 'xiaoyun')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.45575, 39.91132)","(116.44732, 39.95075)","('横一条', 'e_3rd_ring', 'empty')","('dongtieying_fengtai', 'none_chaoyang', 'taiyanggong_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.45575, 39.91132)","(116.46347, 39.96211)","('横一条', 'e_3rd_ring', 'xiaoyun')","('dongtieying_fengtai', 'none_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.45546000000002, 39.91795)","(116.44732, 39.95075)","('横一条', 'g102', 'empty')","('dongtieying_fengtai', 'none_chaoyang', 'taiyanggong_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.45546000000002, 39.91795)","(116.46347, 39.96211)","('横一条', 'g102', 'xiaoyun')","('dongtieying_fengtai', 'none_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.41834, 39.95804)","(116.46347, 39.96211)","('横一条', '和平里北街', 'xiaoyun')","('dongtieying_fengtai', 'none_dongcheng', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.47468, 39.98018)","(116.46347, 39.96211)","('横一条', '首都机场高速公路', 'xiaoyun')","('dongtieying_fengtai', 'jiangtai_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.54427, 40.02606)","(116.46347, 39.96211)","('横一条', '首都机场高速公路_airport_expressway', 'xiaoyun')","('dongtieying_fengtai', 'qianweigou_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.5961, 40.11675)","(116.54005, 40.05656)","('横一条', '顺平路', '京密路')","('dongtieying_fengtai', '望泉寺村_shunyi', 'tianzhu_shunyi')",9,True
73,"(116.42629, 39.85589)","(116.5961, 40.11675)","(116.45539, 39.93602)","('横一条', '顺平路', '东三环北路')","('dongtieying_fengtai', '望泉寺村_shunyi', 'none_chaoyang')",9,True
73,"(116.42629, 39.85589)","(116.65932, 40.10845)","(116.46347, 39.96211)","('横一条', '集汇大街', 'xiaoyun')","('dongtieying_fengtai', '平各庄村_shunyi', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.62356, 40.11643)","(116.46347, 39.96211)","('横一条', '西环路', 'xiaoyun')","('dongtieying_fengtai', '石门村_shunyi', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.55346000000002, 40.09052)","(116.46347, 39.96211)","('横一条', 'jingshen_highway', 'xiaoyun')","('dongtieying_fengtai', '龙山村_shunyi', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.54005, 40.05656)","(116.45539, 39.93602)","('横一条', '京密路', '东三环北路')","('dongtieying_fengtai', 'tianzhu_shunyi', 'none_chaoyang')",9,True
73,"(116.42629, 39.85589)","(116.5023, 40.00436)","(116.46347, 39.96211)","('横一条', 'capital_airport_side', 'xiaoyun')","('dongtieying_fengtai', 'beigao_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.46903, 39.96702)","(116.46347, 39.96211)","('横一条', 'fangyuan_west', 'xiaoyun')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.46347, 39.96211)","(116.45101, 39.93987)","('横一条', 'xiaoyun', 'dongzhimen_outer_street')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.46347, 39.96211)","(116.44939, 39.92212)","('横一条', 'xiaoyun', '朝阳北路')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.46347, 39.96211)","(116.44451, 39.92162)","('横一条', 'xiaoyun', '朝阳门外大街')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.46347, 39.96211)","(116.44154, 39.92085)","('横一条', 'xiaoyun', '朝外南街')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.46347, 39.96211)","(116.44005, 39.92152)","('横一条', 'xiaoyun', 'empty')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.46347, 39.96211)","(116.43487, 39.92291)","('横一条', 'xiaoyun', 'outer_chaoyangmen_str')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.46347, 39.96211)","(116.4309, 39.92809000000001)","('横一条', 'xiaoyun', 'dongzhong_str')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_dongcheng')",10,True
73,"(116.42629, 39.85589)","(116.46347, 39.96211)","(116.43837, 39.93503)","('横一条', 'xiaoyun', 'xingfucun_middle')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",10,True
73,"(116.42629, 39.85589)","(116.46347, 39.96211)","(116.43717, 39.93509)","('横一条', 'xiaoyun', 'shizipo_street')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_dongcheng')",10,True
73,"(116.42629, 39.85589)","(116.46347, 39.96211)","(116.41966, 39.92288)","('横一条', 'xiaoyun', 'inner_chaoyangmen_str')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_dongcheng')",10,True
73,"(116.42629, 39.85589)","(116.46272, 39.95019)","(116.45483, 39.95412)","('横一条', 'liangmaqiao', 'xiaoyun')","('dongtieying_fengtai', 'jiangtai_chaoyang', 'niuwangmiao_chaoyang')",9,True
73,"(116.42629, 39.85589)","(116.46776, 39.94468)","(116.42278, 39.93236)","('横一条', 'chaoyang_park', 'dongsishitiao')","('dongtieying_fengtai', 'jiangtai_chaoyang', 'none_dongcheng')",10,True
73,"(116.42629, 39.85589)","(116.45539, 39.93602)","(116.43799, 39.93239000000001)","('横一条', '东三环北路', 'gongrentiyuchang_north')","('dongtieying_fengtai', 'none_chaoyang', 'none_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.30392, 39.88436)","(116.46347, 39.96211)","('南三环东路', '西三环中路', 'xiaoyun')","('dongtieying_fengtai', '太平桥村_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.38175, 39.85588)","(116.46347, 39.96211)","('南三环东路', '南三环', 'xiaoyun')","('dongtieying_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.37784, 39.84403)","(116.46347, 39.96211)","('南三环东路', 'jiaomen', 'xiaoyun')","('dongtieying_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.37366000000002, 39.84729)","(116.46347, 39.96211)","('南三环东路', 'majiabao', 'xiaoyun')","('dongtieying_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.37432, 39.84896)","(116.46347, 39.96211)","('南三环东路', 'north_jiaomen', 'xiaoyun')","('dongtieying_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.39318, 39.85551)","(116.46347, 39.96211)","('南三环东路', '永定门外大街', 'xiaoyun')","('dongtieying_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.39377, 39.86912)","(116.46347, 39.96211)","('南三环东路', 'outer_yongdingmnn_str', 'xiaoyun')","('dongtieying_fengtai', 'xiluoyuan_dongcheng', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.39982, 39.87056)","(116.46347, 39.96211)","('南三环东路', '南二环', 'xiaoyun')","('dongtieying_fengtai', 'none_dongcheng', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.43956, 39.88109)","(116.46347, 39.96211)","('南三环东路', '东二环', 'xiaoyun')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.45709, 39.88291)","(116.55346000000002, 40.09052)","('南三环东路', 'empty', 'jingshen_highway')","('dongtieying_fengtai', 'nanmofang_chaoyang', '龙山村_shunyi')",9,True
73,"(116.41862, 39.85676)","(116.45678999999998, 39.87492)","(116.44732, 39.95075)","('南三环东路', '松榆北路', 'empty')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'taiyanggong_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.45678999999998, 39.87492)","(116.46347, 39.96211)","('南三环东路', '松榆北路', 'xiaoyun')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.45575, 39.91132)","(116.44732, 39.95075)","('南三环东路', 'e_3rd_ring', 'empty')","('dongtieying_fengtai', 'none_chaoyang', 'taiyanggong_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.45575, 39.91132)","(116.46347, 39.96211)","('南三环东路', 'e_3rd_ring', 'xiaoyun')","('dongtieying_fengtai', 'none_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.45546000000002, 39.91795)","(116.44732, 39.95075)","('南三环东路', 'g102', 'empty')","('dongtieying_fengtai', 'none_chaoyang', 'taiyanggong_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.45546000000002, 39.91795)","(116.46347, 39.96211)","('南三环东路', 'g102', 'xiaoyun')","('dongtieying_fengtai', 'none_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.41834, 39.95804)","(116.46347, 39.96211)","('南三环东路', '和平里北街', 'xiaoyun')","('dongtieying_fengtai', 'none_dongcheng', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.47468, 39.98018)","(116.46347, 39.96211)","('南三环东路', '首都机场高速公路', 'xiaoyun')","('dongtieying_fengtai', 'jiangtai_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.54427, 40.02606)","(116.46347, 39.96211)","('南三环东路', '首都机场高速公路_airport_expressway', 'xiaoyun')","('dongtieying_fengtai', 'qianweigou_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.5961, 40.11675)","(116.54005, 40.05656)","('南三环东路', '顺平路', '京密路')","('dongtieying_fengtai', '望泉寺村_shunyi', 'tianzhu_shunyi')",9,True
73,"(116.41862, 39.85676)","(116.5961, 40.11675)","(116.45539, 39.93602)","('南三环东路', '顺平路', '东三环北路')","('dongtieying_fengtai', '望泉寺村_shunyi', 'none_chaoyang')",9,True
73,"(116.41862, 39.85676)","(116.65932, 40.10845)","(116.46347, 39.96211)","('南三环东路', '集汇大街', 'xiaoyun')","('dongtieying_fengtai', '平各庄村_shunyi', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.62356, 40.11643)","(116.46347, 39.96211)","('南三环东路', '西环路', 'xiaoyun')","('dongtieying_fengtai', '石门村_shunyi', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.55346000000002, 40.09052)","(116.46347, 39.96211)","('南三环东路', 'jingshen_highway', 'xiaoyun')","('dongtieying_fengtai', '龙山村_shunyi', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.54005, 40.05656)","(116.45539, 39.93602)","('南三环东路', '京密路', '东三环北路')","('dongtieying_fengtai', 'tianzhu_shunyi', 'none_chaoyang')",9,True
73,"(116.41862, 39.85676)","(116.5023, 40.00436)","(116.46347, 39.96211)","('南三环东路', 'capital_airport_side', 'xiaoyun')","('dongtieying_fengtai', 'beigao_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.46903, 39.96702)","(116.46347, 39.96211)","('南三环东路', 'fangyuan_west', 'xiaoyun')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.46347, 39.96211)","(116.45101, 39.93987)","('南三环东路', 'xiaoyun', 'dongzhimen_outer_street')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.46347, 39.96211)","(116.44939, 39.92212)","('南三环东路', 'xiaoyun', '朝阳北路')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.46347, 39.96211)","(116.44451, 39.92162)","('南三环东路', 'xiaoyun', '朝阳门外大街')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.46347, 39.96211)","(116.44154, 39.92085)","('南三环东路', 'xiaoyun', '朝外南街')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.46347, 39.96211)","(116.44005, 39.92152)","('南三环东路', 'xiaoyun', 'empty')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.46347, 39.96211)","(116.43487, 39.92291)","('南三环东路', 'xiaoyun', 'outer_chaoyangmen_str')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.46347, 39.96211)","(116.4309, 39.92809000000001)","('南三环东路', 'xiaoyun', 'dongzhong_str')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_dongcheng')",10,True
73,"(116.41862, 39.85676)","(116.46347, 39.96211)","(116.43837, 39.93503)","('南三环东路', 'xiaoyun', 'xingfucun_middle')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",10,True
73,"(116.41862, 39.85676)","(116.46347, 39.96211)","(116.43717, 39.93509)","('南三环东路', 'xiaoyun', 'shizipo_street')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_dongcheng')",10,True
73,"(116.41862, 39.85676)","(116.46347, 39.96211)","(116.41966, 39.92288)","('南三环东路', 'xiaoyun', 'inner_chaoyangmen_str')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_dongcheng')",10,True
73,"(116.41862, 39.85676)","(116.46272, 39.95019)","(116.45483, 39.95412)","('南三环东路', 'liangmaqiao', 'xiaoyun')","('dongtieying_fengtai', 'jiangtai_chaoyang', 'niuwangmiao_chaoyang')",9,True
73,"(116.41862, 39.85676)","(116.46776, 39.94468)","(116.42278, 39.93236)","('南三环东路', 'chaoyang_park', 'dongsishitiao')","('dongtieying_fengtai', 'jiangtai_chaoyang', 'none_dongcheng')",10,True
73,"(116.41862, 39.85676)","(116.45539, 39.93602)","(116.43799, 39.93239000000001)","('南三环东路', '东三环北路', 'gongrentiyuchang_north')","('dongtieying_fengtai', 'none_chaoyang', 'none_chaoyang')",10,True
73,"(116.41738, 39.85652)","(116.30392, 39.88436)","(116.46347, 39.96211)","('南三环中路', '西三环中路', 'xiaoyun')","('dongtieying_fengtai', '太平桥村_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.41738, 39.85652)","(116.38902, 39.85549)","(116.46347, 39.96211)","('南三环中路', '南三环中路', 'xiaoyun')","('dongtieying_fengtai', 'guoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.41738, 39.85652)","(116.43977, 39.94919)","(116.45539, 39.93602)","('南三环中路', '新东路', '东三环北路')","('dongtieying_fengtai', 'taiyanggong_chaoyang', 'none_chaoyang')",10,True
73,"(116.37795, 39.8558)","(116.32704, 39.84773)","(116.38902, 39.85549)","('s._3rd_ring', 's._3rd_ring', '南三环中路')","('xiluoyuan_fengtai', '万泉寺村_fengtai', 'guoyuan_fengtai')",10,True
73,"(116.37795, 39.8558)","(116.30392, 39.88436)","(116.32258, 39.8478)","('s._3rd_ring', '西三环中路', 's._3rd_ring')","('xiluoyuan_fengtai', '太平桥村_fengtai', '东管头村_fengtai')",9,True
73,"(116.37795, 39.8558)","(116.30392, 39.88436)","(116.5961, 40.11675)","('s._3rd_ring', '西三环中路', '顺平路')","('xiluoyuan_fengtai', '太平桥村_fengtai', '望泉寺村_shunyi')",9,True
73,"(116.37795, 39.8558)","(116.30392, 39.88436)","(116.54005, 40.05656)","('s._3rd_ring', '西三环中路', '京密路')","('xiluoyuan_fengtai', '太平桥村_fengtai', 'tianzhu_shunyi')",9,True
73,"(116.37795, 39.8558)","(116.30392, 39.88436)","(116.45539, 39.93602)","('s._3rd_ring', '西三环中路', '东三环北路')","('xiluoyuan_fengtai', '太平桥村_fengtai', 'none_chaoyang')",9,True
73,"(116.37795, 39.8558)","(116.38902, 39.85549)","(116.45731, 39.94426)","('s._3rd_ring', '南三环中路', 'north_nongzhanguan')","('xiluoyuan_fengtai', 'guoyuan_fengtai', 'dongfeng_chaoyang')",10,True
73,"(116.37795, 39.8558)","(116.38902, 39.85549)","(116.43977, 39.94919)","('s._3rd_ring', '南三环中路', '新东路')","('xiluoyuan_fengtai', 'guoyuan_fengtai', 'taiyanggong_chaoyang')",10,True
73,"(116.37795, 39.8558)","(116.38902, 39.85549)","(116.43506, 39.92727)","('s._3rd_ring', '南三环中路', '东营房胡同')","('xiluoyuan_fengtai', 'guoyuan_fengtai', 'none_dongcheng')",10,True
73,"(116.37795, 39.8558)","(116.38902, 39.85549)","(116.42278, 39.93236)","('s._3rd_ring', '南三环中路', 'dongsishitiao')","('xiluoyuan_fengtai', 'guoyuan_fengtai', 'none_dongcheng')",10,True
73,"(116.37795, 39.8558)","(116.38902, 39.85549)","(116.43044, 39.9349)","('s._3rd_ring', '南三环中路', 'dongzhong_jie')","('xiluoyuan_fengtai', 'guoyuan_fengtai', 'none_dongcheng')",10,True
73,"(116.37795, 39.8558)","(116.38902, 39.85549)","(116.40254, 39.93026)","('s._3rd_ring', '南三环中路', 'meishouguan_back_street')","('xiluoyuan_fengtai', 'guoyuan_fengtai', 'none_dongcheng')",10,True
73,"(116.37795, 39.8558)","(116.38902, 39.85549)","(116.42051, 39.90504)","('s._3rd_ring', '南三环中路', '北京站街')","('xiluoyuan_fengtai', 'guoyuan_fengtai', 'none_dongcheng')",10,True
73,"(116.37795, 39.8558)","(116.45101, 39.93987)","(116.44005, 39.92152)","('s._3rd_ring', 'dongzhimen_outer_street', 'empty')","('xiluoyuan_fengtai', 'none_chaoyang', 'none_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.32258, 39.8478)","(116.5961, 40.11675)","('西三环中路', 's._3rd_ring', '顺平路')","('太平桥村_fengtai', '东管头村_fengtai', '望泉寺村_shunyi')",9,True
73,"(116.30392, 39.88436)","(116.32258, 39.8478)","(116.54005, 40.05656)","('西三环中路', 's._3rd_ring', '京密路')","('太平桥村_fengtai', '东管头村_fengtai', 'tianzhu_shunyi')",9,True
73,"(116.30392, 39.88436)","(116.32258, 39.8478)","(116.45539, 39.93602)","('西三环中路', 's._3rd_ring', '东三环北路')","('太平桥村_fengtai', '东管头村_fengtai', 'none_chaoyang')",9,True
73,"(116.30392, 39.88436)","(116.38902, 39.85549)","(116.46347, 39.96211)","('西三环中路', '南三环中路', 'xiaoyun')","('太平桥村_fengtai', 'guoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.38175, 39.85588)","(116.46347, 39.96211)","('西三环中路', '南三环', 'xiaoyun')","('太平桥村_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.37784, 39.84403)","(116.46347, 39.96211)","('西三环中路', 'jiaomen', 'xiaoyun')","('太平桥村_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.37366000000002, 39.84729)","(116.46347, 39.96211)","('西三环中路', 'majiabao', 'xiaoyun')","('太平桥村_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.37432, 39.84896)","(116.46347, 39.96211)","('西三环中路', 'north_jiaomen', 'xiaoyun')","('太平桥村_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.39318, 39.85551)","(116.46347, 39.96211)","('西三环中路', '永定门外大街', 'xiaoyun')","('太平桥村_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.39377, 39.86912)","(116.46347, 39.96211)","('西三环中路', 'outer_yongdingmnn_str', 'xiaoyun')","('太平桥村_fengtai', 'xiluoyuan_dongcheng', 'niuwangmiao_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.39982, 39.87056)","(116.46347, 39.96211)","('西三环中路', '南二环', 'xiaoyun')","('太平桥村_fengtai', 'none_dongcheng', 'niuwangmiao_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.43956, 39.88109)","(116.46347, 39.96211)","('西三环中路', '东二环', 'xiaoyun')","('太平桥村_fengtai', 'nanmofang_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.45709, 39.88291)","(116.55346000000002, 40.09052)","('西三环中路', 'empty', 'jingshen_highway')","('太平桥村_fengtai', 'nanmofang_chaoyang', '龙山村_shunyi')",9,True
73,"(116.30392, 39.88436)","(116.45678999999998, 39.87492)","(116.44732, 39.95075)","('西三环中路', '松榆北路', 'empty')","('太平桥村_fengtai', 'nanmofang_chaoyang', 'taiyanggong_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.45678999999998, 39.87492)","(116.46347, 39.96211)","('西三环中路', '松榆北路', 'xiaoyun')","('太平桥村_fengtai', 'nanmofang_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.45575, 39.91132)","(116.44732, 39.95075)","('西三环中路', 'e_3rd_ring', 'empty')","('太平桥村_fengtai', 'none_chaoyang', 'taiyanggong_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.45575, 39.91132)","(116.46347, 39.96211)","('西三环中路', 'e_3rd_ring', 'xiaoyun')","('太平桥村_fengtai', 'none_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.45546000000002, 39.91795)","(116.44732, 39.95075)","('西三环中路', 'g102', 'empty')","('太平桥村_fengtai', 'none_chaoyang', 'taiyanggong_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.45546000000002, 39.91795)","(116.46347, 39.96211)","('西三环中路', 'g102', 'xiaoyun')","('太平桥村_fengtai', 'none_chaoyang', 'niuwangmiao_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.41834, 39.95804)","(116.46347, 39.96211)","('西三环中路', '和平里北街', 'xiaoyun')","('太平桥村_fengtai', 'none_dongcheng', 'niuwangmiao_chaoyang')",10,True
73,"(116.30392, 39.88436)","(116.47468, 39.98018)","(116.46347, 39.96211)","('西三环中路', '首都机场高速公路', 'xiaoyun')","('太平桥村_fengtai', 'jiangtai_chaoyang', 'niuwangmiao_chaoyang')",10,True
